"","0.05","0.1","0.15","0.2","0.25","0.3","0.35","0.4","0.45","0.5","0.55","0.6","0.65","centrality"
"HJURP",0,0,0,0,0,0,1,3,12,28,58,89,117,11.6784707857439
"FNBP1L",0,0,0,0,0,0,0,0,9,33,73,138,233,11.6732224402786
"HMGCLL1",0,0,0,0,0,1,3,9,18,25,33,49,74,11.6613063929876
"MND1",0,0,0,0,0,0,0,5,13,28,56,89,125,11.6550747400369
"STT3B",0,0,0,0,0,0,0,0,9,34,73,129,233,11.6475525191102
"MAP6",0,0,0,0,0,1,3,11,16,22,35,50,65,11.5831093313677
"IKZF2",0,0,0,0,0,0,0,0,8,30,73,132,241,11.5749994622411
"ERICH1",0,0,0,0,0,0,0,0,7,31,72,140,233,11.5435839969968
"SSTR2",0,0,0,1,1,1,3,5,13,17,30,51,88,11.5315817107197
"CARMIL2",0,0,0,1,2,2,5,6,8,11,26,59,83,11.5288983863105
"SOCS1",0,0,0,0,0,0,0,0,4,33,76,148,245,11.4573535868463
"GPX4",0,0,0,0,0,0,0,0,4,26,75,159,274,11.4500743333786
"RBP1",0,0,0,0,0,0,0,0,2,28,84,174,309,11.4491252136791
"COLEC12",0,0,0,0,1,1,4,7,13,21,33,45,61,11.4287283370495
"PPIA",0,0,0,0,0,0,1,1,9,25,46,94,179,11.4104012152575
"WDR49",0,0,0,0,0,2,4,6,12,21,32,47,70,11.3875411385395
"ADAMTSL4",0,0,0,0,0,0,0,0,6,26,68,138,237,11.3699968753704
"SLC40A1",0,0,0,0,0,0,0,0,5,29,74,127,243,11.365886419221
"ANKRD65",0,0,0,0,0,0,0,0,4,31,72,127,249,11.3170354595891
"CDCA5",0,0,0,0,0,0,0,3,12,27,50,81,119,11.2932524895585
"UBA52",0,0,0,0,0,0,0,1,10,40,66,88,112,11.2916626230027
"CAST",0,0,0,0,0,0,0,0,6,28,63,124,232,11.286856415115
"EPS8L2",0,0,0,0,0,0,0,0,4,30,64,133,257,11.2852812714501
"WDR86",0,0,0,0,0,0,0,0,7,30,59,118,212,11.2569458087987
"CENPM",0,0,0,0,0,0,0,1,14,22,51,88,164,11.248858995779
"MT-ATP6",0,0,0,1,2,3,6,7,7,10,16,43,90,11.2375521144292
"PPIC",0,0,0,0,0,0,0,0,2,30,73,146,264,11.1996888723638
"BCAM",0,0,0,0,0,0,0,0,5,26,57,129,240,11.1730925269976
"TRPM3",0,0,0,0,0,1,3,5,15,21,34,45,64,11.169015117083
"C5orf38",0,0,0,0,0,0,0,0,3,26,70,146,228,11.1424036822563
"ACSL3",0,0,0,0,0,0,0,0,5,26,55,128,231,11.1244203582592
"LRRC1",0,0,0,0,0,0,0,0,3,31,64,129,232,11.1163090774375
"RASSF7",0,0,0,0,0,0,0,0,4,22,65,131,245,11.1044509285823
"CKAP2L",0,0,0,0,0,0,0,4,7,25,53,81,103,11.0653989861511
"ZIC4",0,0,0,0,0,1,2,8,13,19,28,46,67,11.0615714971232
"ZGRF1",0,0,0,0,0,0,0,2,8,24,56,83,122,11.0477219953097
"MKI67",0,0,0,0,0,0,1,5,10,24,36,56,94,11.019651678276
"TMEM145",0,0,0,0,0,0,2,3,11,20,41,57,87,10.9817542825426
"ABCC9",0,0,0,0,1,1,3,5,7,13,26,56,79,10.9252734714958
"LMBRD1",0,0,0,0,0,0,0,0,2,25,70,127,232,10.9222908844536
"L1TD1",0,0,0,0,0,0,0,1,6,21,43,96,177,10.892729859425
"KLF5",0,0,0,0,0,0,0,0,4,22,57,116,216,10.8794754650404
"PSMC3IP",0,0,0,0,0,0,0,5,12,18,36,64,104,10.8588619296262
"PFN1",0,0,0,0,0,0,0,0,4,31,67,98,161,10.8418537778239
"POU4F1",0,0,0,0,0,0,1,5,10,16,31,69,89,10.8350930231587
"CRB3",0,0,0,0,0,0,0,0,3,23,54,117,216,10.7762366840365
"MYADM",0,0,0,0,0,0,0,0,2,28,59,115,211,10.7638481473167
"PAG1",0,0,0,0,0,0,0,0,4,23,52,113,193,10.7627614006508
"RARB",0,0,0,0,0,0,0,0,3,18,64,116,220,10.758075067395
"CDCA8",0,0,0,0,0,0,0,2,6,26,50,72,107,10.7431879758625
"SGO1",0,0,0,0,0,0,0,0,9,28,58,88,114,10.7398445062641
"TACC3",0,0,0,0,0,0,0,2,10,23,48,69,90,10.7291816918269
"NECTIN2",0,0,0,0,0,0,0,0,6,17,50,105,200,10.728561190727
"CDC6",0,0,0,0,0,0,1,2,10,20,35,62,98,10.7270046748575
"KNL1",0,0,0,0,0,0,0,3,6,22,45,72,106,10.7152915946457
"BSG",0,0,0,0,0,0,0,0,1,19,76,122,252,10.6828891309448
"CERKL",0,0,0,0,0,0,0,1,1,21,54,117,206,10.6674075723349
"CENPN",0,0,0,0,0,0,0,1,9,20,50,75,111,10.663651751445
"CHGA",0,0,0,0,0,0,1,6,7,19,34,50,83,10.649148136053
"FBXO5",0,0,0,0,0,0,0,1,8,18,44,81,126,10.6246469455388
"FTL",0,0,0,0,0,0,0,0,9,28,53,76,104,10.5451099131655
"VTN",0,0,0,0,0,0,2,4,8,21,31,40,77,10.5287204763986
"ZIC5",0,0,0,0,0,1,2,4,10,16,26,40,64,10.48609840672
"VTCN1",0,0,0,0,0,0,0,0,4,22,45,90,180,10.4832857108618
"GATA3",0,0,0,0,0,0,0,0,0,27,62,131,245,10.4529730065108
"HLA-C",0,0,0,0,0,0,0,0,1,16,63,122,234,10.4519497965451
"STXBP6",0,0,0,0,0,0,0,0,1,22,56,122,203,10.4474301457477
"TSPAN18",0,0,0,0,0,0,0,0,1,21,59,121,197,10.4291131639447
"MCAM",0,0,0,0,0,0,0,0,4,14,45,105,195,10.4128629141825
"KIF20B",0,0,0,0,0,0,0,1,7,22,44,70,97,10.4122558306788
"TROAP",0,0,0,0,0,0,0,4,9,20,34,54,79,10.4103583331794
"PSAP",0,0,0,0,0,0,0,0,0,19,74,138,244,10.4089867959545
"MITF",0,0,0,0,0,0,0,0,1,23,56,110,199,10.3942457527786
"MT-ND4L",0,0,0,0,1,1,3,3,7,7,19,54,87,10.3587427757487
"CIP2A",0,0,0,0,0,0,0,1,7,16,45,74,105,10.3570952853716
"PGK1",0,0,0,1,3,4,5,5,6,9,11,25,62,10.3534002679659
"MT-ATP8",0,0,0,1,1,1,2,4,7,7,18,50,79,10.3504734467374
"GNG11",0,0,0,0,0,0,0,0,1,16,62,119,203,10.3365200444634
"FSTL1",0,0,0,0,0,0,0,0,0,28,62,111,217,10.2933931280985
"NASP",0,0,0,0,0,0,0,2,5,11,34,69,159,10.2915915604647
"NPR3",0,0,0,0,0,0,0,0,5,15,37,88,183,10.2761485744072
"LIG1",0,0,0,0,0,0,0,1,7,18,39,69,102,10.2757817429047
"CENPW",0,0,0,0,0,0,0,0,6,21,46,79,115,10.257811579718
"AKAP12",0,0,0,0,0,0,0,0,0,15,57,146,266,10.2455091969478
"RFTN2",0,0,0,0,0,0,0,0,0,24,62,119,209,10.236276952585
"TRIP13",0,0,0,0,0,0,0,1,5,18,42,68,106,10.2022328317499
"RRM1",0,0,0,0,0,0,0,0,9,17,39,69,124,10.1977339450342
"SYT10",0,0,0,0,0,0,0,0,0,18,55,133,242,10.1953567376295
"ATP1A2",0,0,0,0,0,0,0,0,2,12,48,108,194,10.1596098149962
"RTKN2",0,0,0,0,0,0,0,0,4,24,45,76,112,10.1185230763737
"CD63",0,0,0,0,0,0,0,0,1,12,54,109,215,10.1126433463308
"SLC25A6",0,0,0,0,0,0,0,0,4,11,35,95,186,10.0764653174764
"ALDOA",0,0,0,0,3,5,5,6,6,9,10,21,52,10.0706910343352
"LAMA5",0,0,0,0,0,0,0,0,1,11,53,111,208,10.0519273683105
"FKBP5",0,0,0,0,0,0,0,0,1,11,54,111,202,10.0430860171781
"ANLN",0,0,0,0,0,0,0,0,4,22,46,74,106,10.0374069600225
"LEF1",0,0,0,0,0,0,0,0,0,19,57,109,210,10.0301057988124
"COL5A2",0,0,0,0,0,0,0,0,1,14,50,106,179,10.0075646835572
"MMP17",0,0,0,0,0,0,0,0,3,9,45,95,176,9.98398401812367
"CDS1",0,0,0,0,0,0,0,0,0,18,51,110,219,9.97697956071944
"C2orf91",0,0,0,0,0,0,0,2,8,18,31,49,75,9.96876068583462
"FAM19A5",0,0,0,0,0,0,0,0,1,10,53,106,198,9.94915053000958
"GAPDH",0,0,0,0,0,2,3,5,5,6,19,42,65,9.93838573855191
"SYTL1",0,0,0,0,0,0,0,0,0,14,54,120,215,9.92946364478172
"OTX1",0,0,0,0,0,0,1,3,11,16,27,35,53,9.90759739601345
"GFRA3",0,0,0,0,0,0,0,0,1,12,43,105,183,9.86346690755087
"MEIS1",0,0,0,0,0,0,0,0,0,12,52,127,212,9.86219329724733
"HSD17B2",0,0,0,0,0,0,2,3,7,14,24,37,60,9.85380725101482
"KIAA1217",0,0,0,0,0,0,0,0,0,18,47,104,204,9.85371274211704
"TLX2",0,0,0,0,0,0,2,3,6,9,20,49,81,9.85205281378025
"NME1",0,0,0,0,0,0,0,0,4,10,30,80,178,9.82035792606132
"MT-CO3",0,0,0,1,2,4,4,7,8,9,13,15,31,9.79900047578352
"KCNH6",0,0,0,0,0,1,3,3,4,7,23,46,65,9.79292650647775
"DTL",0,0,0,0,0,0,0,1,8,17,26,52,80,9.7624731859441
"TMSB10",0,0,0,0,0,0,0,3,7,13,24,41,90,9.754837256895
"ITGB1",0,0,0,0,0,0,0,0,1,12,42,97,168,9.74846562551655
"SERF2",0,0,0,0,0,0,0,1,4,11,30,64,118,9.74371485264003
"NRG1",0,0,0,0,0,0,0,2,9,14,22,49,78,9.74151003398715
"FANCD2",0,0,0,0,0,0,0,1,4,12,33,64,102,9.74068510437563
"AKAP9",0,0,0,0,0,0,0,0,0,13,57,102,181,9.71621406014586
"TRIM9",0,0,0,0,0,0,0,0,1,9,46,98,177,9.70602117646014
"KPNA2",0,0,0,0,0,0,0,1,4,13,32,64,93,9.7018877268464
"BRCA2",0,0,0,0,0,0,0,0,5,15,29,70,111,9.6878768747533
"SOSTDC1",0,0,0,0,0,0,0,0,0,12,47,107,203,9.67769196700338
"CPNE9",0,0,0,0,0,1,2,4,7,8,20,37,49,9.67044859271151
"SLK",0,0,0,0,0,0,0,0,0,11,52,104,194,9.64593980050862
"HDHD3",0,0,0,0,0,0,0,0,0,12,47,100,204,9.64066403127483
"UGP2",0,0,0,0,0,0,0,0,1,12,36,91,171,9.63934031809524
"PARK7",0,0,0,0,0,0,0,0,3,5,36,88,192,9.61964749369976
"FGFR2",0,0,0,0,0,0,0,0,1,9,32,98,205,9.60647935634955
"PTTG1",0,0,0,0,0,0,1,1,6,14,24,47,69,9.60416927060028
"DRC1",0,0,0,0,0,1,1,4,6,11,22,34,48,9.59984757373308
"GDF7",0,0,0,0,0,0,2,4,8,13,23,29,44,9.59954784465578
"PHACTR2",0,0,0,0,0,0,0,0,1,9,38,94,179,9.58591577115927
"GALNT14",0,0,0,0,0,1,2,4,7,8,20,35,45,9.58381021413896
"SH2D4A",0,0,0,0,0,0,0,0,2,8,32,90,172,9.57222221770899
"HMMR",0,0,0,0,0,0,0,1,5,17,35,45,70,9.56759868644586
"METRNL",0,0,0,0,0,0,0,0,0,13,39,104,192,9.56153719745299
"MARCKS",0,0,0,0,0,0,0,0,0,6,45,129,237,9.55620445075647
"MEST",0,0,0,0,0,0,0,0,0,14,44,91,182,9.54692861550113
"FAM111B",0,0,0,0,0,0,0,1,8,13,20,52,79,9.49051839825009
"SPAG5",0,0,0,0,0,0,0,0,4,11,38,68,95,9.4889495180731
"STRA6",0,0,0,0,0,0,0,0,0,12,42,96,171,9.441832739393
"PLEKHG1",0,0,0,0,0,0,0,0,0,8,49,100,192,9.44004587454652
"WFDC2",0,0,0,0,0,0,0,0,0,15,38,85,172,9.42350118066686
"PDGFA",0,0,0,0,0,0,0,0,0,8,42,104,199,9.40355485065031
"CLDN5",0,0,0,0,0,0,2,2,6,9,17,38,69,9.40027469192576
"RNASEH2A",0,0,0,0,0,0,0,0,3,12,31,60,119,9.39085583908689
"C1orf194",0,0,0,0,0,1,1,4,5,10,20,32,47,9.38823276460732
"HOXB5",0,0,0,0,0,0,0,0,1,7,37,85,174,9.38202865074379
"WNT3",0,0,0,0,0,0,0,0,0,7,43,105,203,9.37586652196094
"ELOB",0,0,0,0,0,0,0,0,1,13,39,78,115,9.37183093152162
"LGI4",0,0,0,0,0,0,0,0,0,9,45,95,178,9.36745500324322
"GRM2",0,0,0,0,0,0,0,4,8,10,15,40,70,9.35528281850545
"MX1",0,0,0,0,0,0,0,0,4,10,17,69,157,9.35268308053457
"GNG5",0,0,0,0,0,0,0,1,4,5,23,68,128,9.34465723971817
"SCG2",0,0,0,0,0,0,1,2,5,7,23,43,70,9.31724426777495
"MT-ND4",0,0,0,0,2,2,2,7,7,9,10,15,39,9.28773619528321
"COL20A1",0,0,0,0,0,0,2,3,5,8,19,37,53,9.26698017185984
"TPT1",0,0,0,0,0,0,0,0,1,18,42,66,83,9.25564227534939
"GALNT3",0,0,0,0,0,0,0,0,0,9,39,93,171,9.25202452555044
"SV2C",0,0,0,0,0,0,0,2,9,14,21,31,56,9.23713152298504
"CENPH",0,0,0,0,0,0,0,0,4,10,27,60,101,9.22866382472966
"TFAP2C",0,0,0,0,0,0,0,0,0,12,39,79,155,9.22298076400996
"NCAPG2",0,0,0,0,0,0,0,0,4,11,25,61,98,9.2217620150157
"LAMP3",0,0,0,0,0,0,0,0,1,7,30,78,171,9.20787008596768
"RTN4RL2",0,0,0,0,0,0,0,2,4,9,23,50,71,9.20184248624602
"TGIF1",0,0,0,0,0,0,0,0,0,10,34,84,175,9.18079442088735
"SLC35B3",0,0,0,0,0,0,0,0,0,9,34,89,176,9.17111710868735
"TLE1",0,0,0,0,0,0,0,0,1,7,30,82,148,9.14419942810123
"ARHGAP10",0,0,0,0,0,0,0,0,1,8,25,80,159,9.13801408853735
"SERINC1",0,0,0,0,0,0,0,0,0,6,34,100,196,9.13155124213128
"OIP5",0,0,0,0,0,0,0,0,2,13,31,59,90,9.10872435781734
"DEPDC1B",0,0,0,0,0,0,0,0,3,9,33,59,87,9.08149896428396
"LRIG1",0,0,0,0,0,0,0,0,1,6,29,81,154,9.07778774004988
"COX7C",0,0,0,0,0,0,0,1,3,6,21,59,105,9.06196190710876
"CLDN1",0,0,0,0,0,0,1,2,6,11,19,30,49,9.05101934730619
"HSBP1L1",0,0,0,0,0,0,0,0,0,8,35,84,162,9.04607608923756
"LSM4",0,0,0,0,0,0,0,1,2,8,16,55,136,9.04171264625303
"MT-CO2",0,0,0,1,2,3,4,5,7,10,12,12,16,9.03515463853056
"C21orf58",0,0,0,0,0,0,0,0,1,14,29,60,104,9.02819843782364
"KNTC1",0,0,0,0,0,0,0,0,4,11,25,48,90,9.02580433950349
"ERBB3",0,0,0,0,0,0,0,0,2,7,24,65,138,9.02567890616888
"RPS26",0,0,0,0,0,0,0,0,0,10,46,76,116,9.01822512807047
"SGO2",0,0,0,0,0,0,0,0,1,11,34,65,94,8.98362381472136
"CENPX",0,0,0,0,0,0,0,0,0,6,29,85,204,8.97617849863391
"UNC5D",0,0,0,0,0,0,0,1,6,13,26,32,52,8.96375166109765
"UNC13A",0,0,0,0,0,0,0,3,4,10,17,37,62,8.94300617627571
"MT-CYB",0,0,0,0,2,2,3,5,9,11,12,13,16,8.92050540760151
"PPL",0,0,0,0,0,0,0,0,1,5,24,70,175,8.8966001925431
"ST14",0,0,0,0,0,0,0,0,0,8,30,80,146,8.86775592534458
"TMBIM1",0,0,0,0,0,0,0,0,0,6,34,79,159,8.85647546905315
"NOP10",0,0,0,0,0,0,0,0,0,12,38,69,100,8.84635906527851
"SYNGR2",0,0,0,0,0,0,0,0,0,7,26,83,168,8.84535529114829
"TMPRSS4",0,0,0,0,0,0,0,0,0,7,27,76,176,8.84321383072148
"ARHGAP11A",0,0,0,0,0,0,0,0,2,11,27,49,85,8.81208088121268
"DDIAS",0,0,0,0,0,0,0,0,1,10,29,60,93,8.80118835454484
"BAALC",0,0,0,0,0,0,0,1,6,11,22,35,48,8.79968813979947
"AXL",0,0,0,0,0,0,0,0,0,8,30,68,150,8.789001047823
"P2RX3",0,0,0,0,0,0,0,2,4,8,15,42,67,8.78662813974319
"RNASE1",0,0,0,0,0,0,0,0,2,7,19,54,126,8.73487056853283
"GABRA3",0,0,0,0,0,0,0,0,0,4,35,79,163,8.71978353125797
"TENM3",0,0,0,0,0,0,0,0,0,7,31,66,146,8.71247227042053
"RFX4",0,0,0,0,0,0,0,2,3,10,22,35,51,8.70516661328301
"ECHDC2",0,0,0,0,0,0,0,0,0,4,29,84,174,8.69807915307571
"SHTN1",0,0,0,0,0,0,0,0,0,5,25,84,170,8.69550489614676
"IFI6",0,0,0,0,0,0,0,0,3,5,20,52,119,8.68824431880546
"H2AFV",0,0,0,0,0,0,0,3,3,6,14,34,87,8.68421065839026
"CRYM",0,0,0,0,0,0,0,0,1,6,20,63,138,8.66209655307827
"GRHL3",0,0,0,0,0,0,0,0,0,6,26,72,159,8.65880399542106
"CYB5A",0,0,0,0,0,0,0,0,0,6,34,67,136,8.65808873324078
"SUSD2",0,0,0,0,0,0,2,2,4,8,13,25,53,8.6459976501326
"DLC1",0,0,0,0,0,0,0,0,0,3,31,83,175,8.61860660318058
"PRR11",0,0,0,0,0,0,0,0,3,11,24,43,63,8.6104552756102
"SNRPE",0,0,0,0,0,0,0,0,0,8,25,66,130,8.58225921629525
"ZIC1",0,0,0,0,0,0,0,2,3,12,21,30,44,8.58054834709083
"NHSL2",0,0,0,0,0,0,0,0,0,4,27,83,155,8.5783279208316
"NEK2",0,0,0,0,0,0,0,0,1,12,27,48,75,8.5771722406316
"EDIL3",0,0,0,0,0,0,0,0,0,3,27,88,173,8.57242742748504
"BTBD17",0,0,0,0,0,0,0,2,2,6,18,45,67,8.56608180469502
"FOXD3",0,0,0,0,0,0,0,0,0,4,30,77,147,8.55562519264431
"NUDT1",0,0,0,0,0,0,0,0,2,7,22,47,96,8.55490086207353
"DEPDC1",0,0,0,0,0,0,0,0,1,8,29,54,81,8.54995450169552
"MIS18BP1",0,0,0,0,0,0,0,0,1,9,22,56,90,8.54562003644671
"EEF1B2",0,0,0,0,0,0,0,0,1,4,26,58,130,8.54474619019559
"SLITRK2",0,0,0,0,0,0,1,1,1,7,17,35,90,8.54337189666436
"SEMA3E",0,0,0,0,0,0,0,0,0,4,29,75,148,8.52638261916758
"DNMT1",0,0,0,0,0,0,0,0,3,9,15,42,94,8.51678885518934
"KRAS",0,0,0,0,0,0,0,0,0,5,27,70,143,8.51657878615958
"PKM",0,0,0,0,0,0,3,4,5,5,8,20,57,8.5056246241564
"NXPH1",0,0,0,0,0,0,0,1,3,9,19,36,56,8.49457070335864
"NWD2",0,0,0,0,0,0,0,2,6,7,15,30,47,8.45642203039515
"SLC39A10",0,0,0,0,0,0,0,0,1,3,22,70,130,8.45607141687849
"IFITM3",0,0,0,0,0,0,1,1,2,4,10,43,106,8.44564979432796
"ITGB6",0,0,0,0,0,0,0,0,0,2,38,74,154,8.43298424382466
"MT-ND2",0,0,0,0,0,0,0,2,4,6,11,35,70,8.42419899112417
"SPC24",0,0,0,0,0,0,0,0,2,5,24,50,85,8.41505809039156
"ATP1B2",0,0,0,0,0,0,0,0,0,5,25,70,130,8.41431901683138
"LTBP1",0,0,0,0,0,0,0,0,0,2,25,91,172,8.40397192289885
"LGALS1",0,0,0,0,0,0,0,0,0,3,25,77,158,8.39391330392867
"FSTL5",0,0,0,0,0,0,0,0,0,7,21,63,124,8.37352789944929
"SPHK1",0,0,0,0,0,0,0,0,0,3,25,77,152,8.3689102213906
"LLGL2",0,0,0,0,0,0,0,0,0,2,30,76,163,8.35919553799883
"NDUFS5",0,0,0,0,0,0,0,0,2,3,21,57,105,8.35509727730836
"OCLN",0,0,0,0,0,0,0,0,0,3,28,70,147,8.35095579122397
"ROPN1B",0,0,0,0,0,0,0,0,0,7,21,58,128,8.34519464936551
"CPVL",0,0,0,0,0,0,0,0,0,5,20,67,143,8.33245034319198
"CFL1",0,0,0,0,0,0,0,0,1,5,20,48,118,8.32380575600276
"IRX3",0,0,0,0,0,0,0,0,0,2,27,79,162,8.32217223625914
"SCHIP1",0,0,0,0,0,0,0,0,0,3,25,72,149,8.31628888232336
"EPHA4",0,0,0,0,0,0,0,0,2,2,21,57,123,8.3132038475529
"BTF3",0,0,0,0,0,0,0,0,0,5,33,69,89,8.30935145409721
"SNRPG",0,0,0,0,0,0,0,0,1,7,17,45,107,8.28191160445899
"UQCRH",0,0,0,0,0,0,0,0,0,2,30,75,145,8.2757834150831
"GPR19",0,0,0,0,0,0,0,0,0,3,26,69,137,8.25766949744413
"ARHGEF5",0,0,0,0,0,0,0,0,0,2,29,71,150,8.24719626958758
"WDR76",0,0,0,0,0,0,0,0,1,10,21,39,75,8.23924156065271
"MXRA8",0,0,0,0,0,0,0,0,0,1,31,82,168,8.23846686619778
"CLDN8",0,0,0,0,0,0,0,0,1,5,16,48,121,8.22376916303991
"NME4",0,0,0,0,0,0,0,0,0,4,20,68,134,8.20809880570827
"CEP55",0,0,0,0,0,0,0,0,2,5,21,45,74,8.19388072555381
"SLC27A6",0,0,0,0,0,0,0,0,0,3,25,62,139,8.18304868700273
"OBSL1",0,0,0,0,0,0,0,0,0,3,23,66,137,8.16660725423808
"SLC24A2",0,0,0,0,0,0,0,0,3,10,21,31,49,8.14510994345834
"RAB3IP",0,0,0,0,0,0,0,0,0,3,23,64,136,8.14369675097698
"ANKRD6",0,0,0,0,0,0,0,0,0,2,22,70,155,8.11384229403208
"LAMA4",0,0,0,0,0,0,0,0,0,3,20,65,143,8.11180601124808
"SLCO4A1",0,0,0,0,0,1,2,2,3,4,10,24,39,8.10839432952415
"CKB",0,0,0,0,0,0,0,0,0,1,29,74,157,8.09841178978347
"PAMR1",0,0,0,0,0,0,3,3,4,5,11,19,32,8.0967155025183
"NCAPH",0,0,0,0,0,0,0,0,1,4,21,46,92,8.07298676839175
"ANXA11",0,0,0,0,0,0,0,0,0,2,23,67,139,8.04100794882714
"RAB11A",0,0,0,0,0,0,0,0,0,4,20,51,126,7.99867413431187
"TLX1",0,0,0,0,0,0,0,0,2,6,15,39,72,7.994380710875
"CD46",0,0,0,0,0,0,0,0,0,1,25,77,144,7.98742891477892
"GGH",0,0,0,0,0,0,0,0,0,9,17,45,88,7.95579549155926
"ARHGEF38",0,0,0,0,0,0,0,0,0,1,21,75,161,7.9520245616999
"MARVELD2",0,0,0,0,0,0,0,0,0,1,22,74,153,7.93560746873165
"CA14",0,0,0,0,0,0,0,0,0,1,28,70,132,7.93492115634146
"ERICH3",0,0,0,0,0,0,0,1,4,4,15,26,55,7.9251294048487
"NDUFA4",0,0,0,0,0,0,0,0,0,1,27,71,130,7.91416400236672
"SH3GLB2",0,0,0,0,0,0,0,0,0,1,22,73,147,7.90172244291018
"TLX3",0,0,0,0,0,0,1,1,1,4,12,35,63,7.90060308675028
"CDCA3",0,0,0,0,0,0,0,0,1,6,22,37,62,7.88498239253099
"KDF1",0,0,0,0,0,0,0,0,0,3,16,58,133,7.88153285610239
"ADAMTS18",0,0,0,0,0,0,0,0,0,2,17,62,148,7.87745654587641
"ID1",0,0,0,0,0,0,0,0,1,1,17,63,123,7.87670715603392
"ECT2",0,0,0,0,0,0,0,0,1,3,23,47,73,7.87335593563074
"TSPAN6",0,0,0,0,0,0,0,0,0,1,22,68,148,7.86412441066391
"ESYT2",0,0,0,0,0,0,0,0,0,1,23,66,145,7.85666307271634
"YBX1",0,0,0,0,0,0,0,0,0,1,17,73,166,7.84541309111626
"LPAR6",0,0,0,0,0,0,0,0,0,1,21,68,147,7.83529882033208
"RACGAP1",0,0,0,0,0,0,0,0,2,6,14,36,63,7.82658296680484
"CRABP1",0,0,0,0,0,0,0,0,0,1,21,66,148,7.82202761012618
"SCN1A",0,0,0,0,0,0,0,0,0,5,14,50,111,7.81142699119665
"HOXA3",0,0,0,0,0,0,0,0,0,3,15,59,123,7.80786073276836
"ATP5E",0,0,0,0,0,0,0,0,0,3,17,56,116,7.80409546572211
"COX6C",0,0,0,0,0,0,0,0,2,5,14,35,70,7.80053615827141
"PTPRN",0,0,0,0,0,0,1,1,2,6,13,22,44,7.79429966904486
"SLC6A3",0,0,0,0,0,0,1,1,2,5,15,26,38,7.79385663675338
"ITGB3BP",0,0,0,0,0,0,0,0,0,4,23,47,88,7.79298280977905
"EID1",0,0,0,0,0,0,0,0,0,1,18,69,151,7.78063451260121
"SPTLC3",0,0,0,0,0,0,0,0,0,2,14,59,145,7.73468479638395
"MAPT",0,0,0,0,0,0,0,0,1,5,15,40,70,7.73160492319732
"GAS7",0,0,0,0,0,0,0,0,0,1,18,67,140,7.71441358067299
"DEK",0,0,0,0,0,0,0,0,0,7,18,37,81,7.70608141593906
"CD59",0,0,0,0,0,0,0,0,0,2,15,56,136,7.69804830405495
"CTNNA1",0,0,0,0,0,0,0,0,0,1,19,61,131,7.64432822144286
"STXBP2",0,0,0,0,0,0,0,0,0,1,16,60,151,7.63688758656496
"LHX9",0,0,0,0,0,0,0,0,1,8,19,31,44,7.61195343040532
"CMTM6",0,0,0,0,0,0,0,0,0,1,22,54,122,7.60341515117256
"TPBGL",0,0,0,0,0,0,1,1,1,3,16,30,43,7.60330672120076
"GREB1",0,0,0,0,0,0,0,0,0,1,16,65,131,7.59245502440789
"SEM1",0,0,0,0,0,0,0,0,0,1,18,64,118,7.57707766128139
"BACE2",0,0,0,0,0,0,0,0,1,3,13,33,98,7.55918916045749
"NTRK1",0,0,0,0,0,0,0,0,2,6,16,26,50,7.55878672453264
"FTH1",0,0,0,0,0,0,0,0,0,6,14,39,83,7.55574127685039
"FAM110A",0,0,0,0,0,0,0,0,0,1,17,56,135,7.55533449355203
"PPP1R12A",0,0,0,0,0,0,0,0,0,2,16,52,110,7.55094326254927
"CCDC126",0,0,0,0,0,0,0,0,0,0,20,75,151,7.53844968346976
"POSTN",0,0,0,0,0,0,0,0,0,4,12,44,106,7.53677733908333
"PARP14",0,0,0,0,0,0,0,0,0,1,14,59,145,7.53195224232987
"INSM1",0,0,0,0,0,0,0,1,1,6,12,28,48,7.52291301637125
"DSC3",0,0,0,0,0,0,0,0,0,1,17,56,128,7.52098688065868
"TIMP3",0,0,0,0,0,0,0,0,0,4,15,41,90,7.5043032036549
"NTF4",0,0,0,0,0,0,0,0,0,0,19,73,153,7.50411099794606
"EPB41L2",0,0,0,0,0,0,0,0,0,1,15,62,125,7.50096146286523
"SVIL",0,0,0,0,0,0,0,0,0,1,21,53,109,7.49534960533068
"RBFOX1",0,0,0,0,0,0,0,0,2,6,16,29,38,7.44763144264079
"XKR7",0,0,0,0,0,0,0,0,1,7,14,28,51,7.42975052776792
"BGN",0,0,0,0,0,0,0,0,0,2,13,45,117,7.39891751941859
"TFAP2D",0,0,0,0,0,0,1,2,3,3,6,21,43,7.3836253877694
"CCDC150",0,0,0,0,0,0,0,0,0,2,19,46,81,7.37141496653655
"TCEAL9",0,0,0,0,0,0,0,0,0,1,19,49,104,7.36651437159395
"GRAMD1B",0,0,0,0,0,0,0,0,2,4,18,27,40,7.33168047412217
"TMA7",0,0,0,0,0,0,0,0,1,3,10,35,78,7.31415827902826
"HIST1H2AJ",0,0,0,0,0,0,0,0,0,5,12,38,74,7.31110614269426
"LEMD1",0,0,0,0,0,0,0,0,0,2,11,49,103,7.28207268941624
"PARM1",0,0,0,0,0,0,0,0,1,3,16,30,55,7.24020167271178
"GABARAPL1",0,0,0,0,0,0,0,0,0,0,18,55,137,7.23736734833482
"FERMT1",0,0,0,0,0,0,0,0,0,0,13,66,142,7.20014611259191
